89333	B00DBE8QDU	0
117270	1482326086	1
77756	0985370203	2
86931	149293402X	3
99459	0765305526	4
101866	B00DUFCJ10	5
73866	B00CRS88IO	6
107085	B008R0IZF2	7
64045	1441303251	8
126339	1402272146	9
113412	0446608416	10
155304	0553274279	11
104406	006153711X	12
62251	0671027034	13
97353	0880884347	14
93703	1490466517	15
65057	0979415438	16
138426	1423407776	17
145969	0440166497	18
69906	0345373707	19
74261	0316176362	20
62101	0606238409	21
74263	B005GSS26K	22
78424	0545457823	23
89337	0062082140	24
99469	0061980978	25
101874	0060525630	26
63336	1452664862	27
62496	1611099285	28
110165	1402244029	29
107103	1570713383	30
121506	1875671110	31
69344	0977240606	32
65522	0671441337	33
132022	0072262788	34
73143	0452298032	35
63249	1451648448	36
121507	0553286749	37
62123	1444727338	38
88113	1416559256	39
62203	0307352145	40
65062	0812981340	41
74271	1571985735	42
62136	0802473156	43
63558	0743264738	44
110178	0553245767	45
64690	0671035975	46
64892	0671315676	47
63666	0060975768	48
82928	145169590X	49
88120	0805211241	50
62079	0805093079	51
62090	0805096663	52
62087	1611735270	53
90698	0763790990	54
146027	1423631951	55
146028	158008334X	56
138472	0696229692	57
146029	1563708914	58
63388	0451188462	59
62519	0312367546	60
80511	0312368577	61
93742	0312368585	62
65577	0307713547	63
65109	0224081411	64
65322	0312446470	65
66778	0345427637	66
89368	0307720497	67
113470	1402778910	68
62764	0060572965	69
64620	0060572973	70
65376	0060788194	71
65876	006057299X	72
63117	0140119906	73
64130	0316013943	74
138491	0060223383	75
71263	075823497X	76
80524	0785260838	77
88138	1615190058	78
89370	0976998122	79
93746	0393313670	80
113482	098469210X	81
68213	0976626608	82
71841	1416589422	83
95489	0061997277	84
104455	0061239097	85
107128	0911469036	86
107129	1590122232	87
126414	0465019838	88
138495	1592334032	89
62745	0441020011	90
155399	0451463668	91
97397	0441019633	92
62132	0446547573	93
66537	0978924622	94
62701	0743467728	95
63234	1401904599	96
70745	0143057340	97
65638	B004LX069M	98
93750	1456618946	99
101913	1482545187	100
121564	0425143708	101
126427	0684815818	102
155408	0966170210	103
78443	074346270X	104
84838	0840304587	105
138508	0933121180	106
132067	0451206843	107
99520	0451527534	108
132068	0140268316	109
126428	0393305643	110
146070	0306805626	111
113489	039914188X	112
63407	0743228154	113
72137	0962303208	114
62062	0545265355	115
67629	1571986030	116
73891	0770435602	117
85886	007154691X	118
89382	1937913694	119
99538	0062060643	120
99539	1595800689	121
101928	1423114558	122
101929	B00A94DEYG	123
107127	1571986073	124
121577	1606390112	125
92157	0609610252	126
67388	0140434925	127
97413	0679722564	128
93775	1400032520	129
110230	0805013679	130
126459	0192835904	131
117379	0812930010	132
63288	0312243022	133
138531	0316358428	134
155445	0312426550	135
101936	1400047838	136
95512	0375845151	137
76180	037584516X	138
126460	0140088172	139
117380	0374533636	140
80547	0394480171	141
110231	0192834320	142
82953	0375422404	143
70279	0671792253	144
70994	0812968778	145
68206	0307277747	146
107150	0140107479	147
117382	0385279213	148
62844	0141441038	149
67636	0312336926	150
67857	0140285539	151
82131	0143039709	152
117383	1401207111	153
66876	0143037749	154
82954	1400033888	155
121587	0312316534	156
75683	1594482306	157
138532	0851703003	158
104475	1401203507	159
138533	0375413863	160
132104	0848810007	161
146107	0345304896	162
82132	0060984384	163
68100	0307263118	164
75684	0297850717	165
107151	0679451080	166
62260	0739474812	167
66622	0393062031	168
132105	0307278328	169
138534	1590171039	170
62286	0641934173	171
132106	0143112872	172
64052	0385511809	173
92158	014310487X	174
132107	0330334972	175
83832	0375719202	176
85892	0307388751	177
138535	0670891584	178
67502	0151010749	179
82955	0786704845	180
84856	0881842699	181
104476	0307406814	182
69919	0312426321	183
104477	1560978392	184
121588	1600101003	185
65273	0307745317	186
110232	1416571108	187
